Name,Kind
抗性,PHENOTYPE
贵州糯玉米地方种质资源,BREED
适应面广,PHENOTYPE
推广快,PHENOTYPE
基因非加性效应,METHODS
产量组成性状,PHENOTYPE
粤农90-137,BREED
耐寒,PHENOTYPE
广适,PHENOTYPE
京黄127,BREED
NC遗传交配,METHODS
郑58,BREED
郑65,BREED
独321,BREED
洛05,BREED
郑32,BREED
豫8701,BREED
郑22,BREED
玉米育种骨干自交系,BREED
丹玉自交系,BREED
旅大红骨种质类群,BREED
花粉管通道法,METHODS
种子萌动浸渍法,METHODS
受体花粉携带法,METHODS
未成熟籽粒微注射法,METHODS
注射法,METHODS
粗脂肪含量,PHENOTYPE
总淀粉含量,PHENOTYPE
粗蛋白含量,PHENOTYPE
高蛋白高产,PHENOTYPE
高蛋白矮杆,PHENOTYPE
高蛋白高油,PHENOTYPE
高淀粉高产,PHENOTYPE
高油高产,PHENOTYPE
矮杆早熟,PHENOTYPE
玉米籽粒,PLACE
紧凑耐密型玉米自交系,BREED
紧凑耐密型玉米杂交种,BREED
抗病类群,PHENOTYPE
空秆率,PHENOTYPE
小区籽粒产量,PHENOTYPE
密植改良法,METHODS
合344,BREED
四单12_1,BREED
大四_1,BREED
南无名_5,BREED
丰金,BREED
冬10,BREED
冬96,BREED
玉米茎腐病,ENVIRONMENT
抗茎腐病,PHENOTYPE
高抗腐病,PHENOTYPE
抗感性,PHENOTYPE
优良自交系,BREED
数量性状基因位点,GENE
生化标记,METHODS
抗倒伏性,PHENOTYPE
株高性状,PHENOTYPE
骨干自交系,BREED
武105,BREED
形态发育指标,PHENOTYPE
Eberhat-Russell稳定性参数,METHODS
变异系数,METHODS
叶片窄长,PHENOTYPE
雌雄发育协,PHENOTYPE
植棘体内水分含量,PHENOTYPE
严重水分胁迫条件,ENVIRONMENT
改良自交系,BREED
行粒致,PHENOTYPE
自交系Lu1,BREED
玉米自交系478,BREED
秃顶率,PHENOTYPE
子粒含水量,PHENOTYPE
脱水速度,PHENOTYPE
脱水速,PHENOTYPE
灌浆特性,PHENOTYPE
子粒鲜重,PHENOTYPE
体积,PHENOTYPE
干重净生长速率,PHENOTYPE
鲜重,PHENOTYPE
体积净生长速率,PHENOTYPE
主要性状,PHENOTYPE
计算机辅助筛选,METHODS
单株子粒重,PHENOTYPE
青穗产量性状,PHENOTYPE
配合力效应,PHENOTYPE
早熟自交系,BREED
苗小,PHENOTYPE
苗弱,PHENOTYPE
苗期,PHENOTYPE
玉米抗病虫基因,GENE
抗性基因,GENE
数量性状位点(QTL),GENE
抗病虫基因,GENE
病原菌(虫)侵染,ENVIRONMENT
粒较宽,PHENOTYPE
粒厚而宽,PHENOTYPE
自交系选育,METHODS
含有EMS的石蜡油溶液处理,METHODS
花粉,PLACE
花粉离体萌发率,PHENOTYPE
M1代生理损伤,PHENOTYPE
M2代的诱变效应,PHENOTYPE
EMS,ENVIRONMENT
出苗率低,PHENOTYPE
出苗时间长,PHENOTYPE
成株率,PHENOTYPE
诱变效应,PHENOTYPE
粒色突变,PHENOTYPE
苗期突变性状,PHENOTYPE
生化成分,PHENOTYPE
优势率,PHENOTYPE
食味品质,PHENOTYPE
营养价值,PHENOTYPE
普甜,PHENOTYPE
甜脆,PHENOTYPE
超甜玉米籽粒,PHENOTYPE
糖分含量,PHENOTYPE
PEG高渗溶液法,METHODS
盆栽控水法,METHODS
幼苗存活率,PHENOTYPE
水分亏缺条件,ENVIRONMENT
芽、苗期,ENVIRONMENT
强根、芽生长能力,PHENOTYPE
种子萌发耐旱指数,PHENOTYPE
芽期抗旱性,PHENOTYPE
高渗溶液,ENVIRONMENT
自育优质蛋白玉米自交系,BREED
冀承单3号,BREED
果穗颜色鲜亮,PHENOTYPE
鲜食,PHENOTYPE
灌浆持续期,PHENOTYPE
直接通径系数,PHENOTYPE
间接通径系数,PHENOTYPE
世代均数法,METHODS
棒四叶叶面积,PHENOTYPE
双穗间距,PHENOTYPE
果穗重,PHENOTYPE
籽粒重,PHENOTYPE
抽丝间隔,PHENOTYPE
穗轴重,PHENOTYPE
加性—显性模式,METHODS
中晚熟玉米,BREED
遗传受加性基因,GENE
超甜型玉米淀粉性状,PHENOTYPE
淀粉性状,PHENOTYPE
玉米淀粉糊化,PHENOTYPE
胚乳突变基因型,GENE
热力学性状,PHENOTYPE
南5,BREED
四单,BREED
分子标记辅助选择,METHODS
玉米对生叶突变体,BREED
标记S312377,GENE
S360602,GENE
SCAR标记,GENE
苞叶宽,PHENOTYPE
果穗苞叶数,PHENOTYPE
苞叶性状,PHENOTYPE
非等位基因,GENE
世代分析方法,METHODS
加性──显性,METHODS
加性──显性──上位性遗传模型,METHODS
叶长,PHENOTYPE
旅大红骨群,BREED
旅大红骨×78599,BREED
Reid×78599,BREED
晚熟和中晚熟杂交种,BREED
晚熟和中晚熟骨干自交系,BREED
多抗基因,GENE
骨干系,BREED
适应性好,PHENOTYPE
抗生物胁迫和非生物胁迫能力强,PHENOTYPE
温光敏感反应,PHENOTYPE
抗除草剂转基因玉米,BREED
优良转基因玉米,BREED
基因枪法,METHODS
p35SIH3X质粒,GENE
bar基因,GENE
草丁膦,ENVIRONMENT
优良玉米自交系18-599,BREED
愈伤组织,PLACE
红幼胚诱导,METHODS
含Bialaphos浓度,ENVIRONMENT
大田,ENVIRONMENT
小苗,PLACE
PCR,METHODS
Southern杂交,METHODS
抗性再生植株,BREED
玉米基因组,GENE
T1代转基因植株,BREED
PPT,ENVIRONMENT
转基因植株,BREED
遗传改良,METHODS
丹232,BREED
N04,BREED
F2﹕3家系群体,BREED
SSR标记,METHODS
分子标记遗传图谱,METHODS
区间作图法,METHODS
F2﹕3群体,BREED
QTL定位,METHODS
效应分析,METHODS
爆裂玉米SSR遗传连锁图谱,METHODS
爆花率QTL,GENE
膨化体积QTL,GENE
膨化倍数QTL,GENE
加性,METHODS
部分显性,METHODS
显性,METHODS
超显性,METHODS
加性效应遗传,METHODS
三倍体胚乳模型,METHODS
显性效应较小QTL,GENE
玉米优良杂交种,BREED
豫玉22,BREED
F2∶3家系,BREED
田间试验,ENVIRONMENT
遗传特征,METHODS
穗部产量性状,PHENOTYPE
广义遗传力,METHODS
F1代,BREED
性状的变异系数,METHODS
穗粗高度,PHENOTYPE
每行粒数,PHENOTYPE
鲜食糯玉米,BREED
食用品质,PHENOTYPE
种质分析,METHODS
选育二环系,METHODS
糯玉米群体改良,METHODS
杂交种F1,BREED
果穗单粒重,PHENOTYPE
含油率,PHENOTYPE
X2拟合优度检验,METHODS
经验分布拟合优度检验,METHODS
S杂交种S1(F2),BREED
子粒含油率,PHENOTYPE
平均单粒重,METHODS
4053-2S1,BREED
正态分布检验,METHODS
单粒重,PHENOTYPE
Griffing方法4,METHODS
单株产量GCA,PHENOTYPE
穗位高GCA,PHENOTYPE
昌7-2,BREED
洛06,BREED
济533,BREED
中72,BREED
洛1544,BREED
S901,BREED
热带、亚热带玉米材料,BREED
温带(河南安阳),ENVIRONMENT
热带(海南岛),ENVIRONMENT
种植鉴定,METHODS
S902,BREED
S903,BREED
S905,BREED
生理生化代谢,PHENOTYPE
光周期反应不敏感,PHENOTYPE
温带地区,ENVIRONMENT
玉米遗传育种,METHODS
S904,BREED
S906,BREED
S908,BREED
S909,BREED
S910,BREED
生理生化代谢失调,PHENOTYPE
植物学、生物学性状,PHENOTYPE
光周期反应十分敏感,PHENOTYPE
稳定,METHODS
一致,METHODS
一致性,METHODS
Griffing双列杂交方法Ⅳ,METHODS
热带和温带玉米群体,BREED
混合线性(AD)模型,METHODS
最小范数二阶无偏估算法(1)法,METHODS
田间鉴定,METHODS
产量构成因素,PHENOTYPE
遗传方差分量,METHODS
杂交组合的基因型值,METHODS
与环境的互作效应,METHODS
显性与环境互作,METHODS
加性与环境互作,METHODS
加性方差分量,METHODS
总表型变异的贡献,METHODS
群体平均优势,METHODS
群体超亲优势,METHODS
群体间遗传差异,METHODS
遗传差异,METHODS
强优势组合,BREED
BSSS C9×Stay Green C4,BREED
BS16×BSSS C9,BREED
Suwan1×BSSS C9,BREED
遗传差别,METHODS
BSSS C9,BREED
Stay Green C4,BREED
Suwan1,BREED
BS16,BREED
温带育种,METHODS
杂种优势模式,METHODS
收获期子粒含水量,PHENOTYPE
子粒的商品品质,PHENOTYPE
灌浆速率,PHENOTYPE
生理成熟时的含水量,PHENOTYPE
脱水速率,PHENOTYPE
狭义遗传力,METHODS
田间,ENVIRONMENT
RSE,METHODS
收获时含水量低,PHENOTYPE
玉米杂交种,BREED
F2单株,BREED
作图群体,BREED
性状评价群体,BREED
北京,ENVIRONMENT
新疆,ENVIRONMENT
QTL检测,METHODS
第10染色体,GENE
染色体,GENE
表型变异,METHODS
单株穗数相关的QTL,GENE
穗行数相关的QTL,GENE
行粒数相关的QTL,GENE
百粒重相关的QTL,GENE
单株籽粒产量相关的QTL,GENE
产量QTL,GENE
产量相关QTL,GENE
QTL富集区域,GENE
通用QTL,GENE
Griffing完全双列杂交方法1,METHODS
超甜型玉米,BREED
蔗糖性状,PHENOTYPE
变异幅度,METHODS
主成分分析方法,METHODS
普通甜玉米,BREED
穴su雪,BREED
生育期因子,GENE
糖分因子,GENE
赖氨酸因子,GENE
口感因子,GENE
鲜果穗产量和外观品质因子,GENE
甜玉米品种,BREED
优良玉米自交系,BREED
沈137,BREED
王牌自交系,BREED
综合农艺性状好,PHENOTYPE
沈单10号,BREED
沈单13号,BREED
沈单14号,BREED
沈单16号,BREED
沈玉17号,BREED
沈玉18号,BREED
浙凤糯7号,BREED
SP5×SRM,BREED
高产鲜食,PHENOTYPE
加工兼用型,PHENOTYPE
白糯玉米新组合,BREED
性状优良,PHENOTYPE
熟期一致,PHENOTYPE
丰产性好,PHENOTYPE
果穗蒸煮口感香、甜、糯,PHENOTYPE
柔软性极好,PHENOTYPE
风味较佳,PHENOTYPE
果穗较大,PHENOTYPE
外观优美,PHENOTYPE
商品性较好,PHENOTYPE
玉米螟,ENVIRONMENT
玉米强优势组合,BREED
Mo17×黄早四,BREED
SSR,METHODS
AFLP,METHODS
分子连锁图谱,METHODS
表型值,METHODS
基于混合线性模型的复合区间作图法,METHODS
穗位高QTL,GENE
与环境存在显著互作,METHODS
分子育种,METHODS
X178(抗),BREED
B73(感),BREED
F2群体,BREED
遗传连锁图谱,METHODS
人工接种法,METHODS
F3家系,BREED
拔节期,PHENOTYPE
玉米矮花叶病的抗性鉴定,METHODS
复合区间作图法,METHODS
抗病QTL,GENE
基因效应,METHODS
第3、5、6和9染色体,GENE
总表型变异,METHODS
第2、3、5、6和9染色体,GENE
第5染色体,GENE
吉853自交系,BREED
玉米黄早四,BREED
改良系,BREED
粗脂肪变异,METHODS
平均含量,METHODS
完全双列杂交组合,BREED
幼胚培养,METHODS
Hay-m an双列杂交分析法,METHODS
Griffing配合力分析方法1,METHODS
遗传分析,METHODS
基因型,GENE
加性变异,METHODS
显性变异,METHODS
遗传力高,METHODS
质量-数量性状,PHENOTYPE
一般增效基因,GENE
正反交效应,METHODS
玉米高胚性愈伤组织诱导率自交系,BREED
18(红),BREED
18(白),BREED
产量配合力高,PHENOTYPE
抗病性强,PHENOTYPE
自身产量,PHENOTYPE
胚性愈伤组织诱导率,PHENOTYPE
一般配合力高,METHODS
特殊配合力方差小,METHODS
大田种植条件,ENVIRONMENT
耐低磷,PHENOTYPE
变异范围,METHODS
平均值,METHODS
性状间的相关分析,METHODS
耐低磷基因型,GENE
相对生物产量,METHODS
相对株高,METHODS
相对茎粗,METHODS
叶片缺素指数,METHODS
低磷胁迫筛选试验,METHODS
RP125,BREED
99S2052-1,BREED
99S2052-2,BREED
耐低磷特性,PHENOTYPE
9508B,BREED
低磷敏感特性,PHENOTYPE
99S2052-3,BREED
吉842,BREED
20FS207,BREED
对低磷胁迫的反应不稳定,PHENOTYPE
偏低含磷量,ENVIRONMENT
大田耐低磷玉米种质,BREED
低磷胁迫,ENVIRONMENT
盆栽和田间试验,METHODS
耐低磷玉米基因型,GENE
对低磷胁迫的反应,PHENOTYPE
苗期耐低磷自交系植株,BREED
缺磷症状,PHENOTYPE
敏感自交系,BREED
拔节始期,PHENOTYPE
耐低磷自交系,BREED
无缺磷症状,PHENOTYPE
症状加剧,PHENOTYPE
生殖生长期,PHENOTYPE
孕穗期上部叶干重,PHENOTYPE
茎干重,PHENOTYPE
低磷,ENVIRONMENT
吐丝期,PHENOTYPE
耐低磷差异,METHODS
植株干重,PHENOTYPE
雄花分枝数,PHENOTYPE
功能叶面积,PHENOTYPE
相对产量较大,PHENOTYPE
相对产量较小,PHENOTYPE
抽穗期,PHENOTYPE
散粉期,PHENOTYPE
延迟,METHODS
DNA分子标记,METHODS
品质性状基因,GENE
产量性状基因,GENE
生育期和主要植株性状基因,GENE
育性基因,GENE
玉米基础材料,BREED
测交,METHODS
相关、多元回归,METHODS
双列杂交统计方法,METHODS
世代真实遗传值比较,METHODS
性状的选择指数估算,METHODS
玉米早代测交,METHODS
高代测交,METHODS
遗传相关,METHODS
早代测交,METHODS
环境及基因与环境互作效应,METHODS
测交真实遗传值,METHODS
早代选择,METHODS
综合性状选择指标,METHODS
F2:3家系,BREED
定位群体,BREED
完全随机区组设计,METHODS
郑州夏播条件,ENVIRONMENT
多态性分子标记,METHODS
连锁图,METHODS
复合区间作图(CIM)方法,METHODS
非条件QTL定位分析,METHODS
膨化倍数(PF),PHENOTYPE
膨化体积(PV),PHENOTYPE
爆花率(PR),PHENOTYPE
非条件QTL定位,METHODS
累计贡献率,METHODS
单个QTL的贡献率,METHODS
显性和超显性基因效应,METHODS
条件QTL定位,METHODS
PF的QTL表达,PHENOTYPE
铁7922,BREED
茎秆坚韧,PHENOTYPE
品质优良,PHENOTYPE
遗传性状稳定,PHENOTYPE
适应范围广,PHENOTYPE
改良Reid类群,BREED
铁单10号,BREED
铁单12号,BREED
铁单15号,BREED
铁单18号,BREED
丹玉26,BREED
丹玉39号,BREED
丹玉69,BREED
辽120,BREED
通吉100,BREED
沈玉22号,BREED
濮单3号,BREED
濮单6号,BREED
东单8,BREED
东单13,BREED
东单60,BREED
铁7922衍生系,BREED
抗倒差异,METHODS
完全双列式组配,METHODS
抗倒伏性状基因型,GENE
抗倒伏性状,PHENOTYPE
加性遗传效应,METHODS
NC-Ⅱ设计,METHODS
苗期根系性状,PHENOTYPE
氮胁迫,ENVIRONMENT
基因型差异,METHODS
高氮,ENVIRONMENT
轴根长,PHENOTYPE
非加性遗传,METHODS
轴根数,PHENOTYPE
加性遗传,METHODS
总根长,PHENOTYPE
侧根长,PHENOTYPE
高氮处理,ENVIRONMENT
低氮胁迫,ENVIRONMENT
Griffing方法中模式1,METHODS
固定模型,METHODS
配合力估算分析,METHODS
48-2A,BREED
R08,BREED
R15,BREED
R18(白),BREED
ES40,BREED
286-4,BREED
广西地方农家种,BREED
国外自交系,BREED
国内自交系,BREED
性状鉴定,METHODS
广西玉米种质资源,BREED
生育期春播,PHENOTYPE
秋播,PHENOTYPE
果穗多为锥形,PHENOTYPE
粒型以硬粒为主,PHENOTYPE
粒色以白、黄为主,PHENOTYPE
籽粒品质分析,METHODS
脂肪含量,PHENOTYPE
氨基酸含量,PHENOTYPE
都安2号,BREED
多苞玉米30号,BREED
墨白玉米,BREED
墨黄9号,BREED
玉美头601,BREED
玉美头602,BREED
矮秆性状,PHENOTYPE
遗传传递规律,METHODS
复合杂交,METHODS
优良矮生自交系,BREED
单基因矮生系,BREED
多基因矮生系,BREED
优良矮秆杂交种,BREED
矮化玉米,BREED
青贮玉米,BREED
田间观察,METHODS
室内显微镜观察,METHODS
统计分析,METHODS
玉米S型不育系细胞质,GENE
同质异核F1组合,BREED
回交世代,BREED
育性性状,PHENOTYPE
花药外露,PHENOTYPE
花药开裂,PHENOTYPE
花粉散出,PHENOTYPE
花粉I2-KI可染性,PHENOTYPE
育性相关性状,PHENOTYPE
保持不育性,PHENOTYPE
恢复育性,PHENOTYPE
细胞核基因组,GENE
玉米S型不育系,BREED
微效基因,GENE
具有恢复育性功能的基因,GENE
植株育性表型,PHENOTYPE
P1×P2不完全双列杂交设计,METHODS
NCⅡ分析方法,METHODS
群体遗传参数,METHODS
红系331,BREED
红系327,BREED
红系326,BREED
红系325,BREED
红系328,BREED
综合性状较差,PHENOTYPE
红系326×K10,BREED
晚代选择,METHODS
农大108,BREED
郑单958,BREED
生育特性适应广,PHENOTYPE
耐密性好,PHENOTYPE
玉米自交系(P1),BREED
旅系(P2),BREED
不完全双列杂交(P1×P2),METHODS
一般配合力和特殊配合力分析,METHODS
植物转基因技术,METHODS
转基因技术,METHODS
抗虫,PHENOTYPE
抗除草剂,PHENOTYPE
玉米转基因,GENE
受体系统,GENE
目的基因,GENE
氮高效自交系筛选,METHODS
杂种优势分析,METHODS
氮高效育种,METHODS
氮高效类型,BREED
吸收效率,PHENOTYPE
利用效率,PHENOTYPE
氮高效组合,BREED
吸收和利用效率,PHENOTYPE
氮效率性状,PHENOTYPE
母本,BREED
父母本,BREED
氮吸收效率,PHENOTYPE
低氮条件,ENVIRONMENT
父本,BREED
棒三叶叶面积,PHENOTYPE
优势互补,METHODS
简单序列重复区间,METHODS
ISSR,METHODS
ISSR技术,METHODS
玉米品种纯度鉴定,METHODS
遗传图谱构建,METHODS
目标性状基因定位,METHODS
遗传多样性,METHODS
增广NCⅡ设计,METHODS
遗传模型测验,METHODS
加性-显性遗传模型,METHODS
8×5不完全双列杂交,METHODS
212B,BREED
4H-1B3,BREED
5H-113,BREED
Y137,BREED
特殊配合力高,PHENOTYPE
Y137×5H-113,BREED
蒙系×H3-1A,BREED
T123×5H-113,BREED
2321×212B,BREED
9921×5H-1A1,BREED
NCⅡ设计(7×6),METHODS
遗传效应,METHODS
种子二倍体胚,GENE
三倍体胚乳,GENE
二倍体母体植株,GENE
遗传体系,METHODS
遗传体系的效应值,METHODS
蛋白质、淀粉和赖氨酸含量,PHENOTYPE
胚遗传效应,METHODS
胚加性遗传效应,METHODS
胚乳遗传效应,METHODS
胚乳显性遗传效应,METHODS
遗传效应预测值,METHODS
9S2041-1-1-1,BREED
掖478,BREED
普通玉米品质改良,METHODS
间接选择,METHODS
杂种优势利用,METHODS
云南黑甜玉米种质材料,BREED
Griffing(4)双列杂交法,METHODS
测交种,BREED
加性-显性模型(AD模型),METHODS
鲜果穗重,PHENOTYPE
加性和显性遗传效应,METHODS
加性-显性效应,METHODS
加性与显性作用,METHODS
加性效应值,METHODS
显性效应值,METHODS
优良组合,BREED
Griffing双列杂交(Ⅳ)方法,METHODS
叶片数,PHENOTYPE
植株性状,PHENOTYPE
雨养地,ENVIRONMENT
6221×8902,BREED
6221×5003,BREED
8902×330,BREED
抗旱植株性状,PHENOTYPE
N87-1(耐旱)×9526(敏感),BREED
F2分离群体,BREED
连锁图谱,METHODS
干旱胁迫,ENVIRONMENT
正常灌溉,ENVIRONMENT
抽雄-吐丝间隔,PHENOTYPE
开花期性状,PHENOTYPE
复合区间法,METHODS
胁迫环境,ENVIRONMENT
单个QTL可解释表型变异,METHODS
第1、4、7和第9连锁群,GENE
第7连锁群,GENE
累计可解释表型变异,METHODS
表型方差,METHODS
抽雄期QTL,GENE
位置,METHODS
加性效应方向,METHODS
基因作用方式,METHODS
正常环境,ENVIRONMENT
第4和7连锁群,GENE
ASI,PHENOTYPE
第9连锁群,GENE
第6连锁群,GENE
与标记umc1015连锁的QTL,GENE
QTL的基因效应,METHODS
玉米C4型pepc基因,GENE
蜀恢881,BREED
SSR引物,METHODS
遗传背景分析,METHODS
转育玉米C4型pepc基因蜀恢881,BREED
光合指标,METHODS
PEPC酶活性,PHENOTYPE
PEPC酶活性值,METHODS
分蘖初期,PHENOTYPE
净光合速率,PHENOTYPE
分蘖盛期,PHENOTYPE
始穗期,PHENOTYPE
C4型pepc基因特征引物,METHODS
C4型pepc基因,GENE
籼型水稻材料,BREED
光合生理生化指标鉴定,METHODS
田间综合农艺性状考查,METHODS
玉米C4型pepc基因水稻,BREED
转育C4型pepc基因水稻,BREED
光合生理指标的测定和筛选,METHODS
玉米遗传材料杂交种,BREED
户单4号(F1代),BREED
PEG6000,ENVIRONMENT
室内溶液培养条件,ENVIRONMENT
Lpwr,PHENOTYPE
叶片净光合速率,PHENOTYPE
蒸腾速率,PHENOTYPE
气孔导度,PHENOTYPE
叶水势均,PHENOTYPE
整株根系水导,PHENOTYPE
整株根系水导最高,PHENOTYPE
叶片气体交换参数测定,METHODS
渗透势下降最多,PHENOTYPE
较高的吸水,PHENOTYPE
较强的渗透调节,PHENOTYPE
高的气孔导度,PHENOTYPE
节流能力差,PHENOTYPE
水分状况最差,PHENOTYPE
低的叶水势,PHENOTYPE
耐旱但低产型,BREED
叶片光合速率,PHENOTYPE
高的整株根系水导,PHENOTYPE
低的气孔导度,PHENOTYPE
抗旱丰产型,BREED
水分利用效率,PHENOTYPE
正常水分,ENVIRONMENT
玉米pepc基因,GENE
特异性引物,METHODS
转育pepc基因的后代材料,BREED
分子标记辅助选育,METHODS
MAS,METHODS
改良蜀恢881,BREED
改良恢复系,BREED
不育系,BREED
冈46A,BREED
776A,BREED
2480A,BREED
pepc基因特异性引物,METHODS
PEPCase活力,PHENOTYPE
表观量子效率,PHENOTYPE
羧化效率,PHENOTYPE
含有pepc基因F1,BREED
千粒,PHENOTYPE
Line1,BREED
Line6,BREED
pob21,BREED
pob43,BREED
pob49,BREED
pob45,BREED
staygreen,BREED
pool19,BREED
pob28,BREED
pob32,BREED
pob46,BREED
产量水平较低,PHENOTYPE
个别性状存在缺陷,PHENOTYPE
玉米DNA指纹图谱,METHODS
DNA分子标记技术,METHODS
外部性状,PHENOTYPE
玉米SSR标记,METHODS
基因内标记,METHODS
玉米的基因组序列,GENE
单交种,BREED
亲本,BREED
DNA指纹图谱,METHODS
紧密连锁的标记,METHODS
CIMMYT,BREED
不完全双列杂交组配,METHODS
结穗率,PHENOTYPE
倒伏率,PHENOTYPE
TCA,METHODS
Pob43,BREED
东北春玉米区,ENVIRONMENT
黄早四/pob43,BREED
丹340/pob28,BREED
丹340/pob45,BREED
掖478/pob21,BREED
丹340/pob21,BREED
P12,BREED
巡试405,BREED
粮饲兼用型玉米,BREED
赤峰地区,ENVIRONMENT
科多4,BREED
科多8,BREED
东陵白,BREED
英红,BREED
青饲10,BREED
饲用型玉米,BREED
玉米自交系杂交种,BREED
(高油991×硕秋8)F1,BREED
单交种高油991×硕秋8子代,BREED
亲本材料,BREED
杂种优势类群,BREED
重组自交系,BREED
F9代分离群体,BREED
