sentence,relation,head,head_offset,tail,tail_offset
"结果表明:小区产量、千粒重、穗长、穗行数、秃尖、株高和穗位高性状的一般配合力和特殊配合力均呈显著差异,且一般配合力方差均大于特殊配合力方差,一般配合力方差占基因型方差的比例大小是穗上叶片数>穗行数>穗粗>穗位高>株高>千粒重>小区产量>出籽率>穗长>秃尖;综合各性状表现,三基因聚合材料QCL8002-11(o2o16wx)、两基因聚合材料QCL8003-2(o2o16)和QCL8009-5(o16wx)具有较好的利用潜力,组合掖478×QCL8002-11产量杂种优势潜势较强。",表现,掖478×QCL8002-11,215,产量杂种优势潜势较强,230
"6个环境下2个群体共检测到51个与雄穗分枝数和雄穗重相关的QTL(Q/H群体32个,Y/H群体19个),其中包括7个主效QTL,并在Q/H群体中确定了2个重要的QTL,即位于7.01bin的Qqtpbn7-1和位于7.02bin的Qqtw7-2。",调控,QTL,29,雄穗重,23
"在鲜食品质性状方面,多数性状上一般配合力表现较高的自交系有P3、P6、P5和P2;特殊配合力在多数性状上表现较高的组合有P36、P46、P13、P15、P24和P25。",表现,P2,38,鲜食品质性状,1
"所以,在施肥时采用T8处理(施氮量为300kg/hm2,施磷量为120kg/hm2),才能使玉米的光合速率最高,干物质积累量最大,在减少投资的情况下使玉米高产稳产。",单位,施氮量,14,kg/hm2,21
"以品比试验中的10个玉米杂交组合为试验材料,对玉米产量边际效应曲线进行拟合,同时对产量边际效应指数与玉米主要农艺性状进行相关分析。",方法,相关分析,60,产量边际效应指数,41
"﻿优良玉米自交系通LH3是通化市农业科学院最近选育的二环系,它具有高配合力,发苗快、抗逆性强、适应性广、综合农艺性状好等特点,由通LH3组配的玉米杂交种通育99、通育105已通过吉林省农作物品种审定委员会审定,正在迅速扩大推广。",表现,通育99,76,抗逆性,42
"本研究选用其中3个自交系组配成2个组合的P1、P2、F1、B1、B2、F26个世代,运用主基因+多基因混合遗传模型和6个世代联合分析的方法,对穗行数和行粒数2个性状进行了遗传分析。",可视化,主基因+多基因混合遗传模型,44,遗传分析,85
"﻿基于SSR聚类分析,对从不同玉米类群中筛选到的46份有突出优良性状的河南地方品种进行精细的表型重复鉴定,分析了抽雄天数、吐丝天数、株高、穗位、主茎叶片数、雄穗一级分枝数、穗长、穗粗、穗行数、千粒重、穗粒重、粒长、粒宽及粒厚14个数量性状的变异情况,株型、穗型、粒型、花药颜色、花丝颜色、粒色及轴色7个质量性状的变异情况。",表现,地方品种,37,穗粗,89
"北京和新疆试验点的结果表明,50年代和1970年至21世纪初的杂交种在不同试验密度下,不同年代品种间产量增益均存在明显差异;新杂交种在抗逆性方面取得了积极的改良进展;不同年代培育的品种在逆境严重的生态区和逆境轻的条件下都取得了积极的改良效果;我国的玉米育种水平长期以来一直停留在中低密度水平,高密度下的育种目标没有得到有效落实。",影响,抗逆性,67,新杂交种,62
"利用SCAR-100标记分析64份玉米自交系的基因型,结合田间抗病和感病表型进行相关分析,卡方测验表明SCAR-100标记与抗灰斑病显著相关。",调控,基因型,23,感病,34
"﻿以玉米杂交种农大108的203个F2:3家系为材料,在施氮(N+)和不施氮(N-)2种条件下对拔节期到灌浆期的株高变化进行了动态QTL分析。",影响,施氮(N+),28,灌浆期,52
"﻿利用5份骨干自交系与墨西哥血缘Pob45、Pob46、Pob69、Pob70自选的6份玉米自交系按不完全双列杂交配成30个组合,分析了穗长、穗粗、穗行数、行粒数、穗重、百粒重、粒长、秃尖长等主要数量性状的GCA、SCA、TCA和遗传参数,从而筛选出3个优良自交系Pob45QA1、Pob69QC2、Pob70QD2和3个强优势组合Pob45QC1×Mo17(粒长)、Pob70QD2×Mo17(穗重)、Pob70QD2×黄早四(百粒重、穗长);配合力基因型方差与遗传力估算结果表明,大部分性状的加性方差明显大于显性方差,一般配合力表现出比特殊配合力较大的遗传份量,因此,表现较好的自交系有望成为新的育种材料。",表现,Pob70QD2,150,穗重,82
"﻿为了明确外引玉米自交系主要农艺性状及青枯病抗性,挖掘优异种质资源,提高育种成效,2015—2016年通过主要农艺性状和产量相关性状评价,鉴定得到8M129、3IIH6和2FADB等33份优异高产、适宜黑龙江省种植的自交系;田间接菌鉴定得到2MCDB、B97和GEMN-0117等25份自交系对青枯病具有较高抗性,可作为新的青枯病抗性种质扩充现有的种质资源,在育种中进一步利用;结合主要农艺性状和青枯病抗性鉴定,对外引玉米自交系进行综合评价,得到LH181、MBUB、LH195、LH214、PHPR5、PHJ65、LH213、LH209、PHR58、PHVA9、LH215和PHWG5等12个自交系育种潜力大、综合性状优良、适合黑龙江省种植,育种中可以优先加以利用,将其作为亲本较易选育出综合表现好或高产的组合。",表现,GEMN-0117,130,青枯病具有较高抗性,147
"﻿玉米自交系铁7922株型紧凑,茎秆坚韧,品质优良,配合力高,抗逆性强,遗传性状稳定,适应范围广,是优异的玉米自交系和种质资源。",表现,铁7922,6,株型紧凑,11
"结果表明,F1叶夹角杂种优势表现为负向离中亲优势,无超亲优势;糯玉米穗上第一叶叶夹角与穗下第一叶叶夹角遗传模型相同,均受2对加性-显性-上位性主基因控制,穗上第一叶叶夹角BC1、BC2、F2主基因的遗传率分别为63.96%、72.90%、82.55%,穗下第一叶叶夹角BC1、BC2、F2主基因的遗传率分别63.41%、71.83%、82.01%;27.58%的表型变异是由环境因素决定,非加性效应大于加性效应,易晚代进行叶夹角性状选择。",表现,F1,5,负向离中亲优势,17
"结果表明,低磷胁迫对玉米的主要农艺、经济性状均有不同程度的影响,其中对苗期缺磷症状及成株期穗粒重的影响最大,且不同玉米地方种质在苗期和成株期对低磷胁迫的反应不同,以苗期缺磷症状和成株期穗粒重的耐低磷胁迫系数的平均值作为耐低磷综合指数,能较好地反映玉米地方种质的耐低磷胁迫能力。",影响,低磷胁迫,5,苗期缺磷症状,35
"结果表明:JK18和JK20的单株产量一般配合力高,由此2自交系共组配出4个高产组合,有极大的增产潜力。",表现,JK18,5,单株产量一般配合力高,15
"59个QTL分布于10个连锁群的33个标记区域,其中第1、3连锁群较多,分别占242%、152%;33个标记区域中19个区域作用单一性状,6个区域分别作用两个性状,4个标记区域(bnlg1083、bnlg1035、bnl845a、csu16)分别作用于3个性状,3个标记区域(csu9、phi053、phi022)分别作用于4个性状,nc012区域同时作用于5个性状。",方法,bnlg1083,89,标记区域,19
结果表明:①穗位、雄穗分枝数、穗上叶数、全株绿叶数、全株叶数、穗上叶距、穗上第1叶夹角、叶向值各性状主要受基因加性效应影响;株高、雄穗主轴长、穗上第1叶长各性状受基因加性效应和非加性效应共同影响。,方法,全株绿叶数,20,基因加性效应,53
﻿玉米穗粒性状是决定产量的重要因素。,影响,玉米穗粒性状,1,产量,10
F2进一步自交产生的184个F2∶3家系用于调查株高和穗位高的表型值。,方法,株高,24,表型值,31
"结果表明:我国玉米地方品种核心种质库中收录的白马牙的种质份数明显多于金皇后,在地理分布上也明显比金皇后广泛;两个群体内的材料在穗粒性状上都具有相似的特性,但两个群体也表现出了较大的差异,其中白马牙主要以白色偏硬粒型子粒为主,而金皇后则以黄色偏马齿型子粒为主;UPGMA聚类分析结果显示,白马牙群体内的材料分组与玉米生态区有对应关系。",表现,子粒,107,白色偏硬粒型,101
"结果表明,多数性状在不同群体及不同轮回间存在真实的遗传差异,粒深遗传增益以GP4>GP5>GP3,穗行遗传增益以GP3>GP5>GP4,各个群体C4的粒深、穗行均值都显著或极显著大于C0,直接选择效应显著;株高和穗位高随选择周期增加呈明显增加趋势,且GP4的增幅显著大于GP3和GP5,单株产量及穗粗的遗传增益以GP4大于GP3和GP5,各群体多数产量性状的均值以C4显著大于C0,相关选择效应显著;除株高、穗位高外,其他性状GCA变异群体间差异达显著或极显著水平,GP5多数产量性状的GCA优于GP3和GP4,各群体多数产量性状的GCA效应值随改良进展呈增加趋势,对照优势大于8%的大部分测交组合均为各群体C4所配组合,间接选择效应显著;随改良世代进行,群体部分性状的表型变异系数虽有所减小,但变化幅度不大;基于SSR分子标记估算的群体内遗传相似系数,GP3和GP4改良后代呈略增趋势,GP5变化不大,对于群体基因型数,GP3和GP4随改良代数增加呈略减趋势,GP5呈略增趋势。",方法,穗行遗传增益,49,穗行,49
特殊配合力高的是2620S×212B.3B×5H—1A1.185M×5H—113.921211×5H—113.3B×H3—1A、杂N×5H—113和262M×4H—1B3。,表现,2620S×212B,8,特殊配合力高,0
"结果表明,除了母本组亲本的秃尖长、百粒重的GCA,秃尖长、穗粗、百粒重、单穗粒重的SCA差异不显著外,其余各性状的GCA和SCA均达到显著或极显著水平。",方法,穗粗,29,SCA,41
认为水旱平行交替环境是选育耐旱、高配自交系的必要条件。,影响,水旱平行交替,2,高配自交,16
"结果认为,玉米的耐密性是重要的农艺性状,选育耐密品种已成为重要的育种目标之一。",表现,耐密品种,22,农艺性状,15
"﻿从我国北方和西南各地共收集129个自交系玉米品种,通过田间试验,研究了正常磷(120kgP2O5/hm2)和低磷(0kgP2O5/hm2)2种施磷水平下,依据百粒重筛选出的15个耐低磷基因型玉米品种及5个磷敏感基因型玉米品种的籽粒磷含量及品质性状的变化情况。",表现,玉米品种,21,磷含量,116
"以干旱敏感型材料WN897(母本)、抗旱型材料WU109(父本)及其杂交和回交产生的F1、B1、B2和F2为材料,采用主基因+多基因混合遗传模型,对干旱胁迫和正常条件下玉米的总根长、根表面积、根投影面积和根体积进行遗传分析。",影响,正常条件下,79,根表面积,91
﻿中玉335是四川省嘉陵农作物品种研究中心以自选自交系2YH1-3为母本、自选系SH1070为父本杂交育成的优质、高产、广适、粮饲兼用型优良品种。,表现,中玉335,1,广适,60
"在正常水分灌溉和干旱胁迫下对穗长、穗粗、轴粗、穗行数、行粒数、穗粒重和穗重等7个穗部性状进行了表型鉴定,采用基于混合线性模型的单环境分析和相同处理水平的联合分析方法进行了QTL分析。",影响,正常水分灌溉,1,行粒数,27
"统计分析结果表明,糯玉米自交系按不同品质性状聚为4个类群,不同类别间品质性状均呈显著差异,Ⅰ类为低蛋白、较高淀粉、较低脂肪、低氨基酸、较低含水量、种皮厚度较薄的糯玉米自交系;Ⅱ类为较低蛋白、高淀粉、低脂肪、较高氨基酸、较高含水量、种皮厚度最厚的糯玉米自交系;Ⅲ类为高蛋白、较低淀粉、较高脂肪、较高氨基酸、低含水量、种皮厚度较厚的糯玉米自交系;Ⅳ类为较高蛋白、低淀粉、高脂肪、高氨基酸、高含水量、种皮厚度最薄的糯玉米自交系。",表现,糯玉米自交系,9,种皮厚度较薄,73
"6个性状间表现出一定的相关性,株高与穗位高、穗下节穿刺力、地上第3节穿刺力呈极显著正相关;但穗高系数与穗下节穿刺力呈现出极显著负相关;穗轴折断力与穗下节穿刺力和地上第3节穿刺力均呈显著正相关。",影响,穗轴折断力,67,穗下节穿刺力,22
"BADH2是控制水稻等作物香味性状的关键基因,敲除该基因可以产生香味稻米。",调控,BADH2,0,香味性状,13
"﻿对微胚乳超高油玉米含油率与其农艺性状的相关性、显微结构、遗传育种模型和种质创新、生理生化与油分积累的变化规律、种子萌芽和N、K施用量的影响等方面进行了综述,并对微胚乳超高油玉米的研究前景进行了分析和展望。",表现,微胚乳超高油玉米,2,含油率,10
"群体06P7和06P8主要产量性状及其GCA表现较好,较对照高产组合出现次数多,且平均对照优势大,具有较大的改良利用潜力;对照群体GP-5虽主要产量性状均值较高,变异程度较大,且株高、穗位相对较矮,GCA负向效应较大,但主要产量性状GCA表现较差,需导入高配基因重组后,方可进一步改良利用;群体06P2和06P6主要产量性状及其GCA表现较差,育种潜力不大。",表现,06P6,152,产量性状,13
