sentence,relation,head,head_offset,tail,tail_offset
"(2)杂种稻米的品质性状主要受不育系或恢复系的影响,其中,对于粒长、粒宽和直链淀粉含量这3个性状,不育系的影响要高于恢复系,而对于整精米率、粒重、垩白率、垩白度和糊化温度,则表现为恢复系的影响要高于不育",表现,不育系,15,糊化温度,81
"不同有机附加物对繁殖系数的影响差异极大,20%椰子水、20%西瓜汁和20%苹果汁能显著促进无菌秧苗的分蘖形成(单株分蘖数分别增加63.3%、55.4%和25.29%),1000mg稬-1水解酪蛋白和20%丝瓜汁对无菌秧苗的分蘖有一定的抑制作用(单株分蘖数分别减少10.48%和3.54%)",单位,解酪蛋白,94,mg稬-1,88
"结果表明,通过改善sd-1基因的遗传背景,使半矮生性及优良株型的特性与大库容量相结合是可能的,能够从中培育出有更高产量潜力的新品系",调控,sd-1基因,9,半矮生性,22
"根据分析结果,笔者认为优质早籼稻高产育种应主攻分蘖和提高分蘖成穗率,同时注意提高每穗粒数和千粒重",表现,优质早籼稻,11,每穗粒数,40
"博A带有隐性非感光早熟基因e1,显性感光迟熟基因E3,在性状上表现为早熟;带有显性感光基因Se-1n,隐性迟熟基因ef-1,可保证其具有一定长度的基本营养生长期;但与带感光等位基因E1的恢复系配组,其F1将表现为迟",调控,E3,24,早熟,9
"﻿云南粳稻合系38、合系42经AGP基因导入后,株高、有效穗数、实粒数、千粒重等产量性状的群体变异频率在T1和T2代中显著增高,由于水稻自花授粉的特性,导入目的基因的两条同源染色体配对的频率也较高,因此在低世代中已经出现了综合性状较好的株系,而且随世代增加,优良性状的遗传趋于稳定,为选出有希望的良种提供了材料基础.",表现,云南粳稻合系38,1,产量性状,40
"此外,试验还检测到5对上位性互作QTL,这些互作共解释群体落粒性性状变异的3.39%,单个互作的贡献率为0.47%0.85%,未检测到上位性与环境的显著互作",方法,互作,14,贡献率,48
"结果表明,创新的特种稻种质营养成分含量明显高于普通稻,其中甜黑米1569和甜红米1571糙米千粒重很小(84g、82g),蛋白质(124%、117%)、赖氨酸(075%、076%)、脂肪(529%、486%)、油酸(215%、193%)和亚油酸(193%、186%)、维生素B1(842mg/kg、160mg/kg)和钙含量(368mg/100g、295mg/100g)较高;巨胚香糯1574和白巨胚米1575的胚较大,千粒胚重14g以上,胚重占糙米重的比率8%以上,蛋白质(99%、106%)、维生素B1(330mg/kg、098mg/kg)和钙含量(277mg/100g、325mg/100g)较高;黑糯米1568的维生素B1(657mg/kg)、铁和锌含量(40mg/100g、72mg/100g)较高;红米1201的蛋白质(111%)、锌(70mg/100g)和硒(854ug/kg)含量较高",表现,黑糯米1568,302,含量,17
"﻿用高直链淀粉含量的珍汕97B与中等直链淀粉含量的优质保持系贵9B杂交,F4代选择优良单株与金23A测交并逐代回交转育,在BC1F1和BC5F1用PCR-AccⅠ分子标记对控制中等直链淀粉含量的基因型(TT基因型,产生460bp纯合带)进行辅助选择,选育出了综合农艺性状优良、不育性彻底、直链淀粉含量中等的三系籼型不育系H22A,并于2008年在贵阳通过贵州省科技厅组织的技术鉴定。",表现,珍汕97B,10,高直链淀粉含量,2
"③亲本一般配合力与特殊配合力在各性状上均是相互独立的;一般配合力与亲本自身的表现型值则有一定程度的相关,说明在育种中必须注意亲本自身性状的改良",表现,亲本,1,性状,16
"﻿选用性状互补的地谷B、珍汕97B和龙特浦B配制成珍汕97B/地谷B//龙特浦B复交组合,采用系谱法复交F4选优株与珍汕97A测交,并后代连续选性状似龙特浦B的优株与珍汕97A回交至BC5,育成T55A",表现,复交组合,40,性状互补,3
"﻿为更深入了解水稻光温敏核不育的遗传机理,综述了我国水稻光温敏核不育机理研究取得的成就及存在问题,提出了水稻光温敏核不育机理新设想,即水稻光温敏不育系中不存在光敏不育基因和温敏不育基因,其育性转换是主效不育基因与发育感光基因或(和)发育感温基因相互作用的结果;正常水稻品种中存在的不育基因位点(微效不育基因)可影响光温敏核不育系的不育起点温度,微效不育基因聚合越多,则不育系不育起点温度越低;微效不育基因完全纯合,则不育起点温度不会漂变。",调控,微效不育基因完全纯合,196,不育起点温度不会漂变,208
"结果表明,R955在播种至抽穗天数、千粒重、籽粒体积、株型和谷粒着芒特性等性状上与ID3等5个已知矮秆基因的多蘖矮源明显不同",表现,R955,5,谷粒着芒特性,30
"﻿通过对1985—1995年云南省农科院中日合作课题新育成的42个粳稻品种(系)农艺性状及适应性的分析表明,云南粳稻育成品种的发展中部地区与中北部地区基本一致,都表现为1000粒重增加、结实率提高、有效穗略有增加,最终使产量得以大大提高.合系品种(系)除高产外,还具有抗病、抗寒和优质等优点.今后云南的粳稻育种应向增加每穗实粒数、提高1000粒重并适当增加有效穗以提高产量、增强抗病、抗寒性.提高米质的方向发展.",影响,粳稻育成品种,56,结实率,93
"结果表明:①不同恢复系对不育系花粉育性恢复有较大差异;②恢复系对不育系的育性恢复占主导地位,不育系有一定作用;③杂交水稻花粉可育性遗传以加性效应为主,属数量性状,且恢复系花粉可育性占主导地位;④以花粉育性为性状选育恢复系时,用一般配合力比用特殊配合力更准确;⑤花粉育性的广义遗传力较高,但狭义遗传力偏低,说明花粉育性仍受环境的一定影响;⑥测定恢复系或不育系花粉育性,全穗花粉育性比部分花粉育性更准确;⑦如以花粉育性作为恢复力指标,利用MR66、泸恢17、多恢57作亲本,易选育出恢复力较高的恢复系和优势较强的杂交组合",表现,恢复系,8,花粉可育性,60
"﻿水稻低直链淀粉(软米)突变体与普通水稻品种、糯稻品种杂交得F1、F2的种子,用单粒法测定了直链淀粉含量.结果表明:较高直链淀粉含量的普通水稻品种与软米突变体杂交F1的直链淀粉含量居于双亲之间,多数偏向于含量高的亲本,说明高对低为不完全显性.F2的直链淀粉含量分布明显分离为3∶1的比例,表现为一对基因差异的质量性状遗传.软米突变体与糯稻品系杂交F2没有明显的分离表现.说明该突变体的低直链淀粉基因与糯性基因(wx)是非等位基",调控,基因,149,质量性状,154
"结果表明,BIL群体中这2个芽性状耐冷性均呈连续分布,属于数量性状遗传,两性状间的相关性不显著;控制低温发芽的4个QTL分布于第1、7、9、11染色体上,其贡献率为6.72%~12.78%;芽期耐冷性相关的4个QTL分布在第4、6(2个QTL)和11染色体上,贡献率为6.61%~14.93%;其中第11染色体上的2个QTL位于相同区域内,并且其增强耐冷性等位基因均来自耐冷性较差亲本Kasalath。",表现,Kasalath,192,耐冷性较差,185
文章对水稻超高产育种的产量指标确定、实现途径、育种目标性状与生态条件的协调选择、广亲和遗传位点的局限性、光敏感雄性不育性的遗传脆弱性、生物技术的地位与作用及水稻产量性状的研究与选择方法等问题进行了评述与讨论,影响,生态条件,30,广亲和遗传位点,40
"﻿采用不同剂量N+、Ar+离子处理不同类型粳稻干种子,出现出苗率降低或提高,后代生育期、株高、穗粒数、结实率、单株穗数、单株产量及加工品质、外观品质发生变异,并且具有稳定遗传性;剂量、品种之间存在显著差异",影响,N+,7,株高,44
"而白条斑叶、叶绿素缺少叶和下垂叶是由双隐性累加基因控制的,支配紫果皮、红果皮和紫稃尖的双显性基因是互补的",调控,双显性基因,43,红果皮,35
"经多代种植性状稳定,该突变体叶片、叶鞘、穗轴以及果柄均为深绿色,至完熟后仍不变黄",表现,穗轴,20,深绿色,28
"博A带有隐性非感光早熟基因e1,显性感光迟熟基因E3,在性状上表现为早熟;带有显性感光基因Se-1n,隐性迟熟基因ef-1,可保证其具有一定长度的基本营养生长期;但与带感光等位基因E1的恢复系配组,其F1将表现为迟",方法,基本营养生长期,73,Se-1n,45
"﻿种子活力是种子在发芽和出苗期间的活性强度及特性的综合表现,受遗传、种子发育期间的环境条件及贮藏条件等诸多因素影响。",表现,种子,1,特性,22
"﻿从T DNA插入的水稻(OryzasativaL.subsp.japonica)中花11突变体库中挑选21个叶色表型发生明显变异的株系,在孕穗期测定了其倒2叶的叶绿素含量及其光合速率",调控,T DNA,2,叶色,55
"粒长和直链淀粉含量2个性状的遗传不符合加性显性模型,存在上位性",方法,加性显性,19,粒长,0
"﻿以98个N ipponbare/Kasalath∥N ipponbare回交重组自交家系(B ILs)组成的群体为材料,进行水稻苗期耐冷性数量性状基因座的检测和遗传效应分",调控,基因,74,耐冷性,67
"其与水稻粤丰占配制组合琼香两优粤丰占米质优,产量高,抗旱性强,适应性广,2004年12月通过海南省农作物品种审定",表现,琼香两优粤丰,11,产量,22
"该不育系具有稻米品质较好、配合力强、抗病性好和综合农艺性状优良等特点,于2010年7月通过广东省专家技术鉴定。",表现,不育系,1,综合农艺性状优良,23
"结果表明,巨胚属隐性单基因遗传,种胚的大小直接由合子基因型决定,而与为胚发育提供营养的母株基因型、胚乳基因型及细胞质均无关系",调控,合子基因型,24,种胚的大小,16
"结果表明,随着育成时间的推进,水稻品种产量水平显著提高,株高、单株成穗数和单位面积穗数变化不显著,千粒重稍有增加,每穗粒数、结实率、着粒密度、一次枝梗和二次枝梗数显著增加;植株株型发生改变,直立穗型粳稻品种数量明显增加,弯曲穗型粳稻品种数量减少,穗长变短,上部3张叶片变短、变宽,穗颈节缩短,抗倒性提高。",影响,随着育成时间的推进,5,着粒密度,66
"此外,试验还检测到5对上位性互作QTL,这些互作共解释群体落粒性性状变异的3.39%,单个互作的贡献率为0.47%0.85%,未检测到上位性与环境的显著互作",表现,互作共解释群体,22,落粒性性状变异,29
"结果表明,保护居群24个位点的平均有效等位基因数(Ae)为5.98,平均香农指数(I)为1.90,均大于未保护居群在24个位点的平均Ae(5.85)和I(1.86)值,但保护居群在24个位点的平均预期杂合度(He)为0.79,略小于未保护居群He值(0.80)。",影响,未保护居群,52,平均Ae,64
"所有10个农艺性状受恢复系影响更大,但不育系对主茎剑叶长、穗长、千粒重、生育期、每穗总粒数等性状也有相当大的作用;各性状的狭义遗传力由大到小的趋势为:株高、千粒重、剑叶长、每穗总粒数、穗长、每穗实粒数、生育期、单株有效穗、结实率、单株产量",方法,剑叶长,25,狭义遗传力,61
"﻿稻米品质性状的遗传分析表明:三套遗传控制体系对各品质性状具有不同的遗传效应胚乳核基因主要以加性方式作用于直链淀粉含量、碱消值和粒长,以显性方式作用于胶稠度和蛋白质含量,粒重的直接加性效应和直接显性效应几乎同等重要;而母体植株核基因主要以显性方式作用于直链淀粉含量、胶稠度、碱消值、粒长、粒宽和粒重,长宽比的母体加性效应与母体显性效应差异不大",方法,品质性状,3,遗传效应,34
"﻿旨在阐明3个DSF/Rpfxoo信号系统成员RpfFxoo、RpfCxoo和RpfGxoo在水稻白叶枯病菌(Xanthomonas oryzae pv.oryzae,Xoo)毒性表达中的功能。",影响,水稻白叶枯病菌,47,RpfCxoo,31
"﻿对水稻品种抗褐飞虱不同生物型与其主要农艺性状的关系研究结果表明,水稻品种抗褐飞生物型Ⅱ与分蘖力相关显著,与始穗期、抽穗期、齐穗期、生育期、株高、有效穗、穗粒数、结实率、千粒重相关不显著",表现,水稻品种抗褐飞虱不同生物型,2,农艺性状,19
"发现有4个QTLs成簇分布于第1染色体从RZ776到C11的大约35cM的区段上,来源于亲本""圭630""的这一染色体区段对穗颈大维管束、第2节间大维管束、第2节间小维管束和二次枝梗数4个性状的表达均具有增效作用",表现,"亲本""圭630""",44,第2节间大维管束,68
